tags,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,title,owner.reputation,owner.user_id,owner.user_type,owner.accept_rate,owner.display_name
"['python', 'pip', 'importerror']",132659,50017310.0,16,145,2020-06-23 20:03:26,2015-01-29 08:39:53,2015-01-29 08:40:30,28210269,CC BY-SA 3.0,ImportError: cannot import name main when running pip --version command in windows7 32 bit,1623.0,3262514.0,registered,,Woootiness
"['python', 'linux', 'amazon-web-services', 'boto3', 'aws-kms']",135994,40377889.0,6,145,2020-06-18 19:55:05,2016-11-02 10:30:19,2020-06-18 19:55:05,40377662,CC BY-SA 4.0,boto3 client NoRegionError: You must specify a region error only sometimes,5975.0,1574104.0,registered,73.0,WebQube
"['python', 'pandas', 'dataframe']",275404,27975230.0,4,144,2019-04-21 03:23:12,2015-01-15 23:44:22,2018-12-15 14:57:27,27975069,,How to filter rows containing a string pattern from a Pandas dataframe,1688.0,4383051.0,registered,50.0,John Knight
"['python', 'random', 'scikit-learn']",149597,28069274.0,6,144,2020-06-16 04:40:57,2015-01-21 10:17:50,2020-06-16 04:40:57,28064634,CC BY-SA 4.0,Random state (Pseudo-random number) in Scikit learn,3935.0,4273266.0,registered,94.0,Elizabeth Susan Joseph
"['python', 'pandas', 'dataframe']",159648,38134049.0,7,143,2020-05-22 20:30:18,2016-06-30 22:06:16,2019-04-29 20:36:23,38134012,CC BY-SA 4.0,Pandas dataframe fillna() only some columns in place,14915.0,547820.0,registered,76.0,Sait
"['python', 'c++', 'machine-learning', 'tensorflow']",60093,35678837.0,4,143,2020-06-18 20:35:01,2016-02-28 01:40:08,2017-07-16 03:45:37,35677724,CC BY-SA 3.0,"TensorFlow, why was python the chosen language?",1929.0,2473294.0,registered,85.0,Ollegn
"['python', 'json']",210952,32911421.0,2,143,2019-09-04 03:37:56,2015-10-02 16:06:22,2016-11-09 19:22:02,32911336,,What is the difference between json.dumps and json.load?,1531.0,3749035.0,registered,40.0,AnMaree
"['python', 'python-asyncio']",91003,42246632.0,3,143,2018-01-30 16:31:07,2017-02-14 16:21:47,2017-02-15 10:25:35,42231161,CC BY-SA 3.0,Asyncio.gather vs asyncio.wait,5507.0,1207489.0,registered,61.0,Claude
"['python', 'pandas', 'dictionary', 'dataframe']",78624,,10,141,2020-06-26 10:39:31,2016-07-06 18:47:56,2016-07-06 19:26:15,38231591,CC BY-SA 3.0,Splitting dictionary/list inside a Pandas Column into Separate Columns,1443.0,6157698.0,registered,,llaffin
"['python', 'pandas', 'dataframe', 'nan']",158463,36226137.0,7,139,2020-06-17 16:25:35,2016-03-25 18:50:36,2020-01-05 20:17:34,36226083,CC BY-SA 4.0,How to find which columns contain any NaN value in Pandas dataframe,3909.0,3462321.0,registered,83.0,denvar
"['python', 'ipython', 'ipython-notebook', 'jupyter']",103152,42056357.0,12,139,2020-06-21 14:56:08,2015-10-15 22:21:54,2015-10-15 22:32:21,33159518,CC BY-SA 3.0,collapse cell in jupyter notebook,2864.0,3097391.0,registered,60.0,aloha
"['python', 'amazon-web-services', 'boto', 'boto3']",37392,32323454.0,1,139,2018-06-21 21:24:29,2015-09-01 02:09:11,2018-06-21 21:24:29,32322503,,What is the difference between the AWS boto and boto3,2502.0,2256010.0,registered,89.0,Matt
"['python', 'jupyter-notebook', 'jupyter']",120481,30855843.0,4,138,2020-06-10 19:45:59,2015-06-15 21:22:04,2020-05-06 11:18:11,30855169,CC BY-SA 4.0,How can I see function arguments in IPython Notebook Server 3?,1531.0,1437554.0,registered,,user11094
"['python', 'image', 'matplotlib']",204904,37437395.0,4,138,2018-12-06 13:11:45,2016-05-25 11:10:30,,37435369,CC BY-SA 3.0,matplotlib: how to draw a rectangle on image,1635.0,4095689.0,registered,50.0,KAI ZHAO
"['python', 'python-3.x', 'pandas', 'dataframe', 'nan']",93508,27905350.0,9,138,2019-12-22 03:29:27,2015-01-12 15:22:48,2016-12-30 15:26:58,27905295,CC BY-SA 3.0,How to replace NaNs by preceding values in pandas DataFrame?,5993.0,461202.0,registered,83.0,zegkljan
"['python', 'pip', 'anaconda', 'virtualenv', 'pyenv']",60178,39928067.0,2,138,2020-06-01 12:31:11,2016-07-06 06:31:10,2018-01-05 10:53:33,38217545,CC BY-SA 3.0,"What is the difference between pyenv, virtualenv, anaconda?",5606.0,660572.0,registered,68.0,channa ly
"['python', 'python-3.x', 'ubuntu', 'installation', 'ubuntu-16.04']",280735,41986843.0,17,137,2020-06-29 23:29:58,2017-02-01 17:57:06,,41986507,CC BY-SA 3.0,Unable to set default python version to python3 in ubuntu,2440.0,4093585.0,registered,38.0,RejeeshChandran
"['python', 'enums']",82614,29503414.0,8,137,2020-03-19 18:38:46,2015-04-07 23:41:10,2019-02-12 15:45:58,29503339,CC BY-SA 4.0,How to get all values from python enum class?,2744.0,1159517.0,registered,53.0,user1159517
"['python', 'jupyter-notebook', 'tqdm']",108780,42218684.0,8,137,2020-04-06 20:47:55,2017-02-13 20:19:54,2020-06-20 09:12:55,42212810,CC BY-SA 4.0,tqdm in Jupyter Notebook prints new progress bars repeatedly,2045.0,6183298.0,registered,62.0,Rohan Saxena
"['python', 'algorithm', 'data-structures', 'number-theory']",14703,47585366.0,13,137,2018-02-23 19:41:31,2017-11-30 19:37:45,2017-12-07 08:47:07,47581326,CC BY-SA 3.0,"Given a string of a million numbers, return all repeating 3 digit numbers",1844.0,8940858.0,registered,62.0,its.david
"['python', 'macos', 'anaconda', 'uninstallation']",244315,42182997.0,9,137,2020-03-28 17:05:20,2017-02-11 23:59:41,2019-04-14 15:45:03,42182706,CC BY-SA 4.0,How to uninstall Anaconda completely from macOS,2202.0,7014322.0,registered,33.0,Jordan Baron
"['python', 'pip', 'requirements.txt']",728127,32302448.0,11,137,2020-03-09 09:41:26,2015-08-31 00:02:24,2015-08-31 00:46:03,32302379,CC BY-SA 3.0,Could not find a version that satisfies the requirement &lt;package&gt;,27904.0,1391441.0,registered,96.0,Gabriel
"['python', 'boolean']",13551,32101507.0,16,136,2015-10-07 04:28:00,2015-08-19 02:40:12,2015-08-20 13:13:06,32085675,CC BY-SA 3.0,Compact way of writing (a + b == c or a + c == b or b + c == a),5290.0,3163618.0,registered,82.0,qwr
"['python', 'csv', 'pandas', 'request']",150206,32400969.0,6,136,2020-01-21 08:35:30,2015-09-04 14:44:24,2015-09-04 15:38:50,32400867,CC BY-SA 3.0,Pandas read_csv from url,1433.0,5301159.0,registered,,venom
"['python', 'django', 'timezone', 'utc']",141675,29311392.0,8,136,2020-04-27 21:41:42,2015-03-27 22:41:33,,29311354,CC BY-SA 3.0,How to set the timezone in Django?,10391.0,2483127.0,registered,66.0,jeff
"['python', 'flask', 'sqlalchemy', 'flask-sqlalchemy']",57362,33790196.0,3,136,2019-02-21 10:27:24,2015-11-16 15:05:39,2016-04-28 19:37:47,33738467,CC BY-SA 3.0,How do I know if I can disable SQLALCHEMY_TRACK_MODIFICATIONS?,30681.0,150978.0,registered,78.0,Robert
"['python', 'apache-spark', 'dataframe', 'pyspark', 'apache-spark-sql']",154879,32788650.0,2,136,2020-06-02 09:48:54,2015-09-25 18:17:14,2019-01-07 15:27:08,32788322,CC BY-SA 4.0,How to add a constant column in a Spark DataFrame?,5588.0,1245418.0,registered,57.0,Evan Zamir
"['python', 'installation', 'graphviz']",164121,,29,135,2020-05-19 12:01:58,2016-01-28 14:35:00,2019-12-24 14:59:24,35064304,CC BY-SA 4.0,&quot;RuntimeError: Make sure the Graphviz executables are on your system&#39;s path&quot; after installing Graphviz 2.38,1414.0,4437066.0,registered,0.0,liga810
"['python', 'numpy', 'matplotlib']",325844,33282548.0,5,135,2019-11-26 17:05:46,2015-10-22 13:37:08,,33282368,CC BY-SA 3.0,Plotting a 2D heatmap with Matplotlib,15565.0,3320135.0,registered,43.0,Karnivaurus
"['python', 'string', 'serialization', 'enums', 'type-conversion']",66980,41409392.0,6,135,2019-11-22 09:43:08,2016-12-31 10:18:59,2017-10-13 12:18:18,41407414,CC BY-SA 3.0,Convert string to Enum in Python,2143.0,289912.0,registered,33.0,Vladius
"['python', 'matplotlib', 'plot']",126809,33050617.0,7,135,2020-01-12 12:24:20,2015-02-01 23:23:00,2015-10-10 06:05:56,28269157,CC BY-SA 3.0,Plotting in a non-blocking way with Matplotlib,2348.0,779446.0,registered,75.0,opetroch
['python'],111846,43627975.0,3,134,2020-01-20 14:59:22,2017-04-26 07:15:31,2020-01-20 14:59:22,43627405,CC BY-SA 4.0,Understanding __getitem__ method,3005.0,1867151.0,registered,64.0,user1867151
"['python', 'django', 'django-migrations']",97503,36154224.0,32,133,2020-06-21 16:36:59,2016-03-22 11:55:06,2019-09-04 11:56:13,36153748,CC BY-SA 4.0,Django - makemigrations - No changes detected,1421.0,1081502.0,registered,,Dilraj
"['python', 'class', 'python-3.7', 'python-dataclasses']",45033,47955313.0,4,133,2020-04-05 07:44:00,2017-12-23 19:15:16,2018-04-19 21:21:25,47955263,CC BY-SA 3.0,What are data classes and how are they different from common classes?,2305.0,7253993.0,registered,,kingJulian
"['python', 'python-2.7', 'loops', 'vim', 'python-import']",213039,32032727.0,1,133,2019-09-09 00:25:47,2015-08-16 07:07:57,2019-09-09 00:25:47,32032697,,Why does using from __future__ import print_function breaks Python2-style print?,1451.0,4251576.0,registered,,UHMIS
"['python', 'pandas']",137081,35491399.0,7,131,2020-05-24 09:28:09,2016-02-18 20:01:07,2020-05-01 11:03:52,35491274,CC BY-SA 4.0,Pandas split column of lists into multiple columns,1808.0,2938093.0,registered,60.0,user2938093
"['python', 'macos', 'homebrew']",98062,51125014.0,7,131,2020-03-20 03:52:20,2018-07-01 16:20:28,,51125013,CC BY-SA 4.0,How can I install a previous version of Python 3 in macOS using homebrew?,7878.0,3856785.0,registered,,ePi272314
"['python', 'pandas', 'machine-learning', 'anaconda', 'one-hot-encoding']",230734,,20,131,2020-06-17 00:34:51,2016-05-18 07:26:52,2016-05-19 07:50:50,37292872,CC BY-SA 3.0,How can I one hot encode in Python?,1629.0,6275292.0,registered,50.0,avicohen
"['python', 'django', 'django-urls']",93891,47947947.0,6,131,2019-06-04 11:40:29,2017-12-22 21:37:37,,47947673,CC BY-SA 3.0,Is it better to use path() or url() in urls.py for django 2.0?,1692.0,6179815.0,registered,80.0,FrostedCookies
"['python', 'pandas', 'dataframe']",237204,31512025.0,5,131,2020-06-11 03:44:41,2015-07-20 08:35:34,2019-05-16 16:21:25,31511997,CC BY-SA 4.0,"Pandas DataFrame: replace all values in a column, based on condition",1447.0,4801661.0,registered,,ichimok
"['python', 'session', 'orm', 'sqlalchemy', 'psycopg2']",50292,34364247.0,3,131,2019-08-12 21:31:42,2015-12-16 21:29:31,2018-09-03 11:04:48,34322471,CC BY-SA 4.0,"SQLAlchemy: engine, connection and session difference",2019.0,978424.0,registered,,ololobus
"['python', 'pandas', 'dataframe', 'slice', 'multi-index']",30026,53927461.0,2,131,2019-11-20 15:36:04,2018-12-26 04:36:11,2019-11-20 15:36:04,53927460,CC BY-SA 4.0,Select rows in pandas MultiIndex DataFrame,215914.0,4909087.0,registered,97.0,cs95
"['python', 'amazon-web-services', 'boto', 'boto3']",139692,29636604.0,6,130,2020-02-18 09:37:11,2015-03-31 21:17:58,2015-04-02 16:56:35,29378763,CC BY-SA 3.0,How to save S3 object to a file using boto3,24693.0,1516286.0,registered,90.0,Vor
"['python', 'django', 'anaconda', 'conda']",68588,43873901.0,3,130,2020-02-19 12:06:45,2017-02-20 19:32:11,2019-07-10 18:36:31,42352841,CC BY-SA 4.0,How to update an existing Conda environment with a .yml file,3178.0,6536435.0,registered,76.0,tilikoom
"['python', 'json', 'python-2.7']",94075,36059240.0,4,130,2020-07-03 13:00:58,2016-03-17 11:27:17,,36059194,CC BY-SA 3.0,What is the difference between json.dump() and json.dumps() in python?,2213.0,3664629.0,registered,75.0,Kumaran
"['python', 'pip']",52617,,1,130,2020-02-06 15:43:35,2017-09-20 19:27:59,2020-01-06 15:41:58,46330327,CC BY-SA 4.0,How are Pipfile and Pipfile.lock used?,5111.0,783314.0,registered,67.0,Stephen
"['python', 'matplotlib']",216133,33382692.0,7,129,2020-06-19 23:40:10,2015-10-28 03:53:32,,33382619,CC BY-SA 3.0,Plot a horizontal line using matplotlib,2797.0,1801769.0,registered,76.0,Ibe
"['python', 'list']",142428,41127279.0,10,129,2020-04-26 15:43:32,2016-12-13 16:26:02,2018-11-16 02:34:53,41125909,CC BY-SA 4.0,Python find elements in one list that are not in the other,1740.0,6756587.0,registered,71.0,CosimoCD
"['python', 'numpy', 'math', 'max']",165986,33569857.0,4,129,2020-04-22 05:02:09,2015-11-06 15:02:46,2017-01-10 21:20:34,33569668,CC BY-SA 3.0,numpy max vs amax vs maximum,13703.0,230468.0,registered,58.0,DilithiumMatrix
"['python', 'performance']",9772,,4,129,2015-12-01 21:11:30,2015-12-01 07:31:35,2017-05-23 10:30:13,34014906,CC BY-SA 3.0,Is &quot;x &lt; y &lt; z&quot; faster than &quot;x &lt; y and y &lt; z&quot;?,30913.0,3011380.0,registered,48.0,zangw
"['python', 'linux', 'python-2.7', 'alpine']",67133,30873179.0,5,128,2018-11-25 23:32:33,2015-06-03 15:45:03,2015-11-10 15:41:29,30624829,CC BY-SA 3.0,No such file or directory &quot;limits.h&quot; when installing Pillow on Alpine Linux,1283.0,4970316.0,registered,,uberma
"['python', 'python-2.7', 'python-3.x', 'if-statement', 'environment-variables']",106612,40698307.0,5,128,2020-03-04 07:35:45,2016-11-19 20:59:57,2016-11-19 22:35:28,40697845,CC BY-SA 3.0,What is a good practice to check if an environmental variable exists or not?,3871.0,4927751.0,registered,57.0,Kshitij Saraogi
"['python', 'python-3.x', 'pickle', 'python-2.4', 'python-2to3']",79992,28218598.0,2,128,2020-01-18 10:50:32,2015-01-29 15:32:39,2019-07-01 10:29:24,28218466,CC BY-SA 4.0,Unpickling a python 2 object with python 3,3541.0,2830986.0,registered,90.0,NDevox
"['python', 'python-3.x', 'python-3.5', 'type-hinting', 'mypy']",33908,39624147.0,2,128,2017-10-07 22:24:51,2016-06-15 12:14:51,2016-09-21 18:40:57,37835179,CC BY-SA 3.0,How can I specify the function type in my type hints?,6357.0,1458283.0,registered,89.0,Jon
"['python', 'regex', 'string', 'performance', 'replace']",30677,42742898.0,9,127,2020-01-10 18:11:25,2017-03-12 01:47:14,2017-03-12 12:44:03,42742810,CC BY-SA 3.0,Speed up millions of regex replacements in Python 3,1483.0,4383439.0,registered,83.0,pdanese
"['python', 'random']",274394,33359801.0,7,127,2019-10-28 23:14:12,2015-10-27 03:59:10,2017-10-06 11:59:23,33359740,,Random number between 0 and 1 in python,1699.0,5425511.0,registered,65.0,Talia 
"['python', 'exception-handling', 'try-catch-finally', 'finally']",23211,49262664.0,6,126,2020-06-22 20:12:12,2018-03-13 17:30:33,2018-07-20 14:11:30,49262379,CC BY-SA 4.0,Does &#39;finally&#39; always execute in Python?,13004.0,3357935.0,registered,82.0,Stevoisiak
"['python', 'python-3.x', 'exe', 'py2exe', 'python-3.6']",356976,,6,126,2020-06-26 03:16:09,2017-01-10 13:44:59,2020-06-22 14:25:40,41570359,CC BY-SA 4.0,How can I convert a .py to .exe for Python?,1289.0,7396807.0,registered,,user7396807
"['python', 'pandas', 'correlation']",285598,42580124.0,7,126,2020-02-15 08:59:59,2017-03-03 13:15:59,2018-04-03 10:36:51,42579908,CC BY-SA 3.0,Use .corr to get the correlation between two columns,1387.0,7639927.0,registered,,tong zhu
"['javascript', 'python', 'selenium', 'selenium-webdriver', 'protractor']",38409,34796379.0,3,126,2019-05-29 10:55:24,2016-01-02 02:36:35,2018-12-12 01:07:09,34562061,CC BY-SA 4.0,WebDriver click() vs JavaScript click(),384037.0,771848.0,registered,100.0,alecxe
"['python', 'python-3.x', 'python-2.7']",132201,39327156.0,9,125,2020-06-23 14:48:16,2016-09-05 08:58:23,2019-08-30 15:08:03,39327032,CC BY-SA 4.0,How to get the latest file in a folder using python,1283.0,4641383.0,registered,,garlapak
"['python', 'apache-spark', 'dataframe', 'pyspark', 'apache-spark-sql']",262719,33683462.0,9,125,2020-05-30 23:45:36,2015-11-12 21:14:32,2019-01-05 01:51:41,33681487,CC BY-SA 4.0,How do I add a new column to a Spark DataFrame (using PySpark)?,1435.0,5556465.0,registered,,Boris
"['python', 'python-3.x', 'anaconda', 'conda']",98184,41274348.0,5,125,2020-04-23 14:13:32,2016-12-22 00:19:52,,41274007,CC BY-SA 3.0,Anaconda export Environment file,1612.0,6304774.0,registered,58.0,Lau
"['python', 'anaconda', 'conda']",56698,39862730.0,4,125,2020-05-10 02:12:02,2016-10-04 16:19:58,2018-04-06 12:41:14,39857289,CC BY-SA 3.0,"Should conda, or conda-forge be used for Python environments?",3178.0,6536435.0,registered,76.0,tilikoom
"['python', 'python-2.7', 'scikit-learn', 'valueerror']",253343,31323566.0,13,125,2020-05-09 11:43:32,2015-07-09 16:40:01,2018-06-21 08:05:44,31323499,CC BY-SA 4.0,"sklearn error ValueError: Input contains NaN, infinity or a value too large for dtype(&#39;float64&#39;)",1439.0,5036364.0,registered,40.0,Ethan Waldie
"['python', 'permissions', 'pip', 'installation']",199079,31512491.0,7,124,2019-10-30 05:30:58,2015-07-20 08:58:05,2019-07-02 04:43:19,31512422,CC BY-SA 4.0,pip install failing with: OSError: [Errno 13] Permission denied on directory,18647.0,172131.0,registered,76.0,RunLoop
"['python', 'pandas', 'dataframe', 'concat']",133024,32444187.0,4,124,2020-06-29 06:09:07,2015-09-07 18:13:42,2018-12-08 06:00:57,32444138,CC BY-SA 4.0,Concatenate a list of pandas dataframes together,3887.0,1683061.0,registered,100.0,Whitebeard
"['python', 'python-3.x', 'type-hinting', 'namedtuple', 'python-dataclasses']",30535,50038614.0,2,124,2019-06-16 16:06:35,2015-12-14 14:43:24,2019-03-17 13:35:19,34269772,CC BY-SA 4.0,Type hints in namedtuple,1973.0,4805412.0,registered,82.0,Pavel Hanpari
"['python', 'tensorflow']",39690,37102908.0,4,124,2019-10-21 18:38:57,2016-05-08 09:57:28,2018-03-16 21:02:29,37098546,CC BY-SA 3.0,Difference between Variable and get_variable in TensorFlow,8207.0,4794308.0,registered,81.0,Lifu Huang
"['python', 'tensorflow']",137261,37660913.0,7,123,2020-06-10 23:19:38,2016-06-06 14:41:56,2018-02-07 13:45:39,37660312,CC BY-SA 3.0,How to run Tensorflow on CPU,1876.0,4233809.0,registered,100.0,Alexander R Johansen
"['python', 'python-2.7', 'opencv']",273435,,9,123,2020-02-18 11:45:34,2015-10-23 20:48:20,2019-01-25 17:14:02,33311153,CC BY-SA 4.0,Python - Extracting and Saving Video Frames,3016.0,3600300.0,registered,84.0,GShocked
"['python', 'django', 'django-models', 'django-aggregation']",56369,48649024.0,5,123,2019-11-01 14:39:58,2015-06-10 09:22:55,2018-02-06 18:07:46,30752268,CC BY-SA 3.0,How to filter objects for count annotation in Django?,3006.0,326406.0,registered,29.0,rudyryk
"['python', 'anaconda', 'conda']",66659,30057885.0,2,123,2020-02-02 23:01:40,2015-05-04 16:16:48,2020-02-02 23:01:40,30034840,CC BY-SA 4.0,What are the differences between Conda and Anaconda?,2284.0,2002387.0,registered,82.0,Jiang Xiang
"['python', 'amazon-web-services', 'boto3']",76627,33395432.0,4,122,2019-08-09 18:39:33,2015-10-27 21:02:50,2018-04-27 15:55:52,33378422,CC BY-SA 3.0,How to choose an AWS profile when using boto3 to connect to CloudFront,1408.0,2932465.0,registered,,Nader A. Jabbar
"['python', 'matplotlib', 'seaborn']",211810,31632745.0,3,122,2019-08-18 13:13:15,2015-07-26 01:08:48,2018-02-23 07:22:50,31632637,CC BY-SA 3.0,Label axes on Seaborn Barplot,2172.0,1574941.0,registered,46.0,Erin Shellman
"['python', 'django', 'git']",49056,28035246.0,9,122,2020-04-24 11:04:32,2015-01-19 23:10:31,2016-12-26 20:05:18,28035119,CC BY-SA 3.0,Should I be adding the Django migration files in the .gitignore file?,2187.0,2528395.0,registered,59.0,Michael Smith
"['python', 'python-3.x', 'selenium', 'selenium-webdriver', 'firefox-headless']",106764,46768243.0,4,121,2020-04-24 15:50:21,2017-10-15 08:58:25,2018-11-02 11:37:49,46753393,CC BY-SA 4.0,How to make firefox headless programmatically in Selenium with python?,1799.0,4454657.0,registered,61.0,Tintinabulator Zea
"['python', 'python-2.7', 'jupyter-notebook', 'ipython', 'pdb']",92386,32410100.0,10,121,2020-04-09 11:55:16,2015-09-05 04:53:43,2019-02-15 14:57:21,32409629,CC BY-SA 4.0,What is the right way to debug in iPython notebook?,1757.0,5240614.0,registered,88.0,Rex
"['python', 'jupyter-notebook', 'relative-import']",79458,35273613.0,7,121,2020-04-10 16:34:10,2015-12-27 07:14:20,2020-04-01 11:51:21,34478398,CC BY-SA 4.0,Import local function from a module housed in another directory with relative imports in Jupyter Notebook using Python 3,1680.0,1816995.0,registered,100.0,mpacer
"['python', 'tensorflow', 'keras', 'jupyter']",195122,45662992.0,5,121,2020-05-30 08:44:09,2017-08-13 15:58:58,2017-08-14 18:48:27,45662253,CC BY-SA 3.0,Can I run Keras model on gpu?,2869.0,8176285.0,registered,73.0,Ryan 
"['python', 'pandas', 'dataframe', 'size', 'shapes']",107612,32752318.0,1,121,2020-06-10 08:21:43,2015-09-24 02:17:00,2020-06-06 17:25:14,32752292,CC BY-SA 4.0,How to create a DataFrame of random integers with Pandas?,4972.0,2023745.0,registered,61.0,AlanH
"['python', 'csv', 'amazon-s3', 'dataframe', 'boto3']",90617,40615630.0,10,119,2020-01-18 15:02:26,2016-07-01 21:23:50,2018-12-26 15:21:32,38154040,CC BY-SA 4.0,Save Dataframe to csv directly to s3 Python,1193.0,2494275.0,registered,,user2494275
"['python', 'tuples', 'equals-operator']",10568,37313614.0,3,119,2016-07-14 13:27:32,2016-05-19 03:29:25,2017-05-23 12:25:34,37313471,CC BY-SA 3.0,"What&#39;s the meaning of &quot;(1,) == 1,&quot; in Python?",3803.0,5117474.0,registered,93.0,Pythoner
"['python', 'mutable', 'namedtuple']",34701,29419745.0,10,119,2020-01-31 19:47:38,2015-03-26 22:56:46,2019-04-10 12:31:32,29290359,CC BY-SA 4.0,Existence of mutable named tuple in Python?,76612.0,2411802.0,registered,86.0,Alexander
"['python', 'pandas', 'dataframe']",151598,39050916.0,8,119,2020-05-12 12:25:49,2016-08-20 04:40:49,2020-04-19 07:44:31,39050539,CC BY-SA 4.0,How to add multiple columns to pandas dataframe in one assignment?,3541.0,3788557.0,registered,46.0,runningbirds
"['python', 'pytorch']",70898,42616812.0,10,118,2020-01-11 17:03:02,2017-02-27 07:35:42,2019-04-28 06:34:30,42480111,CC BY-SA 4.0,Model summary in pytorch,25529.0,5352399.0,registered,81.0,Wasi Ahmad
"['python', 'tuples', 'operator-precedence']",8549,44864176.0,6,118,2020-05-01 13:42:37,2017-07-01 18:29:11,2019-11-25 21:39:22,44864156,CC BY-SA 4.0,"Why in Python does &quot;0, 0 == (0, 0)&quot; equal &quot;(0, False)&quot;?",2451.0,854603.0,registered,79.0,Piotr Zakrzewski
"['python', 'tensorflow', 'tensorboard', 'skflow']",130318,36893840.0,9,118,2020-06-24 13:25:17,2016-04-27 08:08:29,,36883949,CC BY-SA 3.0,"In Tensorflow, get the names of all the Tensors in a graph",9417.0,2902280.0,registered,65.0,P. Camilleri
"['python', 'macos', 'python-2.7', 'python-3.x', 'pip']",118203,40832702.0,9,118,2019-10-15 14:47:58,2016-11-27 18:42:03,,40832533,CC BY-SA 3.0,pip or pip3 to install packages for Python 3?,2898.0,2282785.0,registered,53.0,Ammar Alyousfi
"['python', 'pandas', 'dataframe', 'max']",67759,29919489.0,3,117,2017-11-16 04:52:54,2015-04-28 12:18:57,2016-12-13 12:46:57,29919306,CC BY-SA 3.0,Find the column name which has the maximum value for each row,6429.0,4744765.0,registered,84.0,markov zain
"['python', 'unit-testing', 'python-2.7', 'mocking', 'python-mock']",99387,28305779.0,1,117,2017-12-04 19:50:58,2015-02-03 17:46:31,2017-05-23 12:34:37,28305406,CC BY-SA 3.0,Mocking a function to raise an Exception to test an except block,33509.0,346561.0,registered,94.0,Jesse Webb
['python'],107385,31384640.0,3,117,2020-01-23 22:08:21,2015-07-13 13:25:14,2019-04-01 21:47:01,31384639,CC BY-SA 4.0,What is python&#39;s site-packages directory?,9567.0,1773706.0,registered,69.0,Omer Dagan
"['python', 'python-3.x', 'enums', 'python-3.6', 'attributeerror']",84642,,13,116,2020-06-04 06:35:26,2017-03-30 17:37:00,2020-03-28 10:23:21,43124775,CC BY-SA 4.0,Why Python 3.6.1 throws AttributeError: module &#39;enum&#39; has no attribute &#39;IntFlag&#39;?,10818.0,86731.0,registered,65.0,BryanWheelock
"['python', 'string', 'python-2.7', 'python-3.x']",10519,34756226.0,14,116,2017-04-04 19:37:22,2016-01-13 00:06:53,2016-01-14 03:01:33,34756145,CC BY-SA 3.0,Most pythonic way to interleave two strings,3157.0,3753656.0,registered,79.0,Brandon Deo
"['python', 'pandas', 'numpy', 'scikit-learn']",116495,,8,116,2020-06-06 06:36:24,2015-12-08 20:47:29,2020-06-20 09:12:55,34165731,CC BY-SA 4.0,A column-vector y was passed when a 1d array was expected,11452.0,1089623.0,registered,84.0,Klausos Klausos
"['python', 'string', 'python-3.x', 'python-internals', 'python-3.5']",13955,34287999.0,1,116,2019-04-08 15:22:58,2015-12-15 11:21:05,2018-05-24 08:29:48,34287893,CC BY-SA 4.0,Why is str.translate much faster in Python 3.5 compared to Python 3.4?,36585.0,4099593.0,moderator,100.0,Bhargav Rao
"['python', 'ssl', 'pip']",225981,,24,115,2020-05-25 08:37:32,2016-12-26 08:27:31,2020-01-07 01:01:27,41328451,CC BY-SA 4.0,&quot;ssl module in Python is not available&quot; when installing package with pip3,1237.0,5808137.0,registered,,Harukaze
['python'],49286,39983806.0,7,115,2020-03-31 08:28:56,2016-10-11 18:00:55,2019-06-23 16:20:30,39983695,CC BY-SA 4.0,What is Truthy and Falsy? How is it different from True and False?,,,does_not_exist,,user6932350
"['python', 'neural-network', 'convolution', 'tensorflow', 'conv-neural-network']",39747,34643081.0,4,115,2018-11-12 08:51:30,2016-01-06 20:56:26,,34642595,CC BY-SA 3.0,Tensorflow Strides Argument,1620.0,3908247.0,registered,,jfbeltran
"['python', 'machine-learning', 'scikit-learn', 'neuraxle']",74927,33094099.0,3,115,2020-02-22 10:51:51,2015-10-12 22:42:46,2020-02-22 10:51:51,33091376,CC BY-SA 4.0,Python - What is exactly sklearn.pipeline.Pipeline?,7235.0,4759209.0,registered,70.0,farhawa
"['python', 'neural-network', 'tensorflow', 'conv-neural-network']",65251,40295999.0,7,115,2020-05-13 13:30:08,2016-09-25 21:12:23,2019-02-03 21:14:55,39691902,CC BY-SA 4.0,Ordering of batch normalization and dropout?,8032.0,1191087.0,registered,96.0,golmschenk
"['python', 'loops', 'numpy', 'operators']",127674,41446882.0,6,115,2019-05-01 15:57:13,2017-01-03 15:27:00,2017-01-03 19:01:40,41446833,,What is the difference between i = i + 1 and i += 1 in a &#39;for&#39; loop?,1017.0,2758652.0,registered,80.0,Adam Fjeldsted
"['python', 'scikit-learn']",81480,30982811.0,2,115,2020-03-31 02:42:54,2015-06-22 04:11:59,2020-01-18 20:09:53,30972029,CC BY-SA 4.0,How does the class_weight parameter in scikit-learn work?,2579.0,2238779.0,registered,84.0,kilgoretrout
"['python', 'anaconda', 'conda', 'data-science']",268661,44527943.0,13,114,2020-03-14 07:07:01,2017-06-13 08:09:39,2017-06-13 14:21:49,44515769,CC BY-SA 3.0,&#39;Conda&#39; is not recognized as internal or external command,1703.0,4542815.0,registered,100.0,Kshitiz 
